mandal_name,city,year,day_of_festival,hour_of_day,is_weekend,is_special_day,weather,headcount
Siddhivinayak Temple,Mumbai,2021,7,20,1,1,Sunny,133719
Siddhivinayak Temple,Mumbai,2021,7,21,1,1,Sunny,92844
Siddhivinayak Temple,Mumbai,2021,7,22,1,1,Humid,125038
Siddhivinayak Temple,Mumbai,2021,7,23,1,1,Sunny,172805
Siddhivinayak Temple,Mumbai,2021,8,0,1,0,Humid,53688
Siddhivinayak Temple,Mumbai,2021,8,1,1,0,Heavy Rain,5885
Siddhivinayak Temple,Mumbai,2021,8,2,1,0,Light Rain,7870
Siddhivinayak Temple,Mumbai,2021,8,3,1,0,Light Rain,9681
Siddhivinayak Temple,Mumbai,2021,8,4,1,0,Humid,11401
Siddhivinayak Temple,Mumbai,2021,8,5,1,0,Cloudy,4612
Siddhivinayak Temple,Mumbai,2021,8,6,1,0,Sunny,53031
Siddhivinayak Temple,Mumbai,2021,8,7,1,0,Light Rain,38073
Siddhivinayak Temple,Mumbai,2021,8,8,1,0,Heavy Rain,17992
Siddhivinayak Temple,Mumbai,2021,8,9,1,0,Heavy Rain,17495
Siddhivinayak Temple,Mumbai,2021,8,10,1,0,Cloudy,49657
Siddhivinayak Temple,Mumbai,2021,8,11,1,0,Light Rain,35587
Siddhivinayak Temple,Mumbai,2021,8,12,1,0,Heavy Rain,16436
Siddhivinayak Temple,Mumbai,2021,8,13,1,0,Light Rain,33291
Siddhivinayak Temple,Mumbai,2021,8,14,1,0,Cloudy,44144
Siddhivinayak Temple,Mumbai,2021,8,15,1,0,Sunny,38667
Siddhivinayak Temple,Mumbai,2021,8,16,1,0,Light Rain,37049
Siddhivinayak Temple,Mumbai,2021,8,17,1,0,Light Rain,26347
Siddhivinayak Temple,Mumbai,2021,8,18,1,0,Cloudy,106495
Siddhivinayak Temple,Mumbai,2021,8,19,1,0,Sunny,148131
Siddhivinayak Temple,Mumbai,2021,8,20,1,0,Humid,141317
Siddhivinayak Temple,Mumbai,2021,8,21,1,0,Light Rain,106761
Siddhivinayak Temple,Mumbai,2021,8,22,1,0,Heavy Rain,66831
Siddhivinayak Temple,Mumbai,2021,8,23,1,0,Cloudy,180658
Siddhivinayak Temple,Mumbai,2021,9,0,0,0,Humid,24757
Siddhivinayak Temple,Mumbai,2021,9,1,0,0,Humid,3801
Siddhivinayak Temple,Mumbai,2021,9,2,0,0,Heavy Rain,2091
Siddhivinayak Temple,Mumbai,2021,9,3,0,0,Heavy Rain,1697
Siddhivinayak Temple,Mumbai,2021,9,4,0,0,Cloudy,9800
Siddhivinayak Temple,Mumbai,2021,9,5,0,0,Heavy Rain,1667
Siddhivinayak Temple,Mumbai,2021,9,6,0,0,Sunny,24741
Siddhivinayak Temple,Mumbai,2021,9,7,0,0,Sunny,22140
Siddhivinayak Temple,Mumbai,2021,9,8,0,0,Cloudy,23573
Siddhivinayak Temple,Mumbai,2021,9,9,0,0,Cloudy,24553
Siddhivinayak Temple,Mumbai,2021,9,10,0,0,Light Rain,15949
Siddhivinayak Temple,Mumbai,2021,9,11,0,0,Humid,22211
Siddhivinayak Temple,Mumbai,2021,9,12,0,0,Light Rain,18981
Siddhivinayak Temple,Mumbai,2021,9,13,0,0,Sunny,22880
Siddhivinayak Temple,Mumbai,2021,9,14,0,0,Humid,25126
Siddhivinayak Temple,Mumbai,2021,9,15,0,0,Sunny,20337
Siddhivinayak Temple,Mumbai,2021,9,16,0,0,Heavy Rain,10408
Siddhivinayak Temple,Mumbai,2021,9,17,0,0,Light Rain,18515
Siddhivinayak Temple,Mumbai,2021,9,18,0,0,Light Rain,67819
Siddhivinayak Temple,Mumbai,2021,9,19,0,0,Cloudy,87896
Siddhivinayak Temple,Mumbai,2021,9,20,0,0,Light Rain,51500
Siddhivinayak Temple,Mumbai,2021,9,21,0,0,Cloudy,88706
Siddhivinayak Temple,Mumbai,2021,9,22,0,0,Cloudy,65645
Siddhivinayak Temple,Mumbai,2021,9,23,0,0,Humid,61957
Siddhivinayak Temple,Mumbai,2021,10,0,0,1,Heavy Rain,10622
Siddhivinayak Temple,Mumbai,2021,10,1,0,1,Cloudy,5787
Siddhivinayak Temple,Mumbai,2021,10,2,0,1,Cloudy,7978
Siddhivinayak Temple,Mumbai,2021,10,3,0,1,Cloudy,6916
Siddhivinayak Temple,Mumbai,2021,10,4,0,1,Heavy Rain,1813
Siddhivinayak Temple,Mumbai,2021,10,5,0,1,Light Rain,3837
Siddhivinayak Temple,Mumbai,2021,10,6,0,1,Sunny,22656
Siddhivinayak Temple,Mumbai,2021,10,7,0,1,Sunny,26374
Siddhivinayak Temple,Mumbai,2021,10,8,0,1,Light Rain,16200
Siddhivinayak Temple,Mumbai,2021,10,9,0,1,Light Rain,17446
Siddhivinayak Temple,Mumbai,2021,10,10,0,1,Light Rain,18000
Siddhivinayak Temple,Mumbai,2021,10,11,0,1,Sunny,23654
Siddhivinayak Temple,Mumbai,2021,10,12,0,1,Sunny,25943
Siddhivinayak Temple,Mumbai,2021,10,13,0,1,Sunny,21803
Siddhivinayak Temple,Mumbai,2021,10,14,0,1,Light Rain,16796
Siddhivinayak Temple,Mumbai,2021,10,15,0,1,Heavy Rain,9546
Siddhivinayak Temple,Mumbai,2021,10,16,0,1,Sunny,24657
Siddhivinayak Temple,Mumbai,2021,10,17,0,1,Humid,22593
Siddhivinayak Temple,Mumbai,2021,10,18,0,1,Heavy Rain,28208
Siddhivinayak Temple,Mumbai,2021,10,19,0,1,Light Rain,59253
Siddhivinayak Temple,Mumbai,2021,10,20,0,1,Light Rain,56374
Siddhivinayak Temple,Mumbai,2021,10,21,0,1,Sunny,72751
Siddhivinayak Temple,Mumbai,2021,10,22,0,1,Cloudy,98838
Siddhivinayak Temple,Mumbai,2021,10,23,0,1,Humid,77166
Siddhivinayak Temple,Mumbai,2021,11,0,0,1,Sunny,125376
Siddhivinayak Temple,Mumbai,2021,11,1,0,1,Light Rain,19054
Siddhivinayak Temple,Mumbai,2021,11,2,0,1,Light Rain,27004
Siddhivinayak Temple,Mumbai,2021,11,3,0,1,Light Rain,23021
Siddhivinayak Temple,Mumbai,2021,11,4,0,1,Heavy Rain,10859
Siddhivinayak Temple,Mumbai,2021,11,5,0,1,Cloudy,16064
Siddhivinayak Temple,Mumbai,2021,11,6,0,1,Cloudy,126554
Siddhivinayak Temple,Mumbai,2021,11,7,0,1,Heavy Rain,40419
Siddhivinayak Temple,Mumbai,2021,11,8,0,1,Light Rain,89788
Siddhivinayak Temple,Mumbai,2021,11,9,0,1,Cloudy,93306
Siddhivinayak Temple,Mumbai,2021,11,10,0,1,Humid,105792
Siddhivinayak Temple,Mumbai,2021,11,11,0,1,Sunny,85156
Siddhivinayak Temple,Mumbai,2021,11,12,0,1,Light Rain,59691
Siddhivinayak Temple,Mumbai,2021,11,13,0,1,Heavy Rain,41771
Siddhivinayak Temple,Mumbai,2021,11,14,0,1,Cloudy,120498
Siddhivinayak Temple,Mumbai,2021,11,15,0,1,Humid,104612
Siddhivinayak Temple,Mumbai,2021,11,16,0,1,Humid,105236
Siddhivinayak Temple,Mumbai,2021,11,17,0,1,Sunny,104131
Siddhivinayak Temple,Mumbai,2021,11,18,0,1,Cloudy,357674
Siddhivinayak Temple,Mumbai,2021,11,19,0,1,Cloudy,349567
Siddhivinayak Temple,Mumbai,2021,11,20,0,1,Humid,285149
Siddhivinayak Temple,Mumbai,2021,11,21,0,1,Heavy Rain,103707
Siddhivinayak Temple,Mumbai,2021,11,22,0,1,Cloudy,384550
Siddhivinayak Temple,Mumbai,2021,11,23,0,1,Cloudy,262870
Siddhivinayak Temple,Mumbai,2022,1,0,0,1,Light Rain,37377
Siddhivinayak Temple,Mumbai,2022,1,1,0,1,Cloudy,16168
Siddhivinayak Temple,Mumbai,2022,1,2,0,1,Cloudy,12894
Siddhivinayak Temple,Mumbai,2022,1,3,0,1,Humid,20053
Siddhivinayak Temple,Mumbai,2022,1,4,0,1,Sunny,26424
Siddhivinayak Temple,Mumbai,2022,1,5,0,1,Cloudy,6500
Siddhivinayak Temple,Mumbai,2022,1,6,0,1,Cloudy,80887
Siddhivinayak Temple,Mumbai,2022,1,7,0,1,Humid,58261
Siddhivinayak Temple,Mumbai,2022,1,8,0,1,Heavy Rain,18673
Siddhivinayak Temple,Mumbai,2022,1,9,0,1,Sunny,69626
Siddhivinayak Temple,Mumbai,2022,1,10,0,1,Cloudy,66849
Siddhivinayak Temple,Mumbai,2022,1,11,0,1,Heavy Rain,21580
Siddhivinayak Temple,Mumbai,2022,1,12,0,1,Cloudy,81951
Siddhivinayak Temple,Mumbai,2022,1,13,0,1,Cloudy,56917
Siddhivinayak Temple,Mumbai,2022,1,14,0,1,Sunny,59221
Siddhivinayak Temple,Mumbai,2022,1,15,0,1,Humid,58005
Siddhivinayak Temple,Mumbai,2022,1,16,0,1,Humid,66461
Siddhivinayak Temple,Mumbai,2022,1,17,0,1,Humid,71796
Siddhivinayak Temple,Mumbai,2022,1,18,0,1,Humid,261053
Siddhivinayak Temple,Mumbai,2022,1,19,0,1,Sunny,163981
Siddhivinayak Temple,Mumbai,2022,1,20,0,1,Cloudy,217732
Siddhivinayak Temple,Mumbai,2022,1,21,0,1,Heavy Rain,99366
Siddhivinayak Temple,Mumbai,2022,1,22,0,1,Heavy Rain,77099
Siddhivinayak Temple,Mumbai,2022,1,23,0,1,Light Rain,141923
Siddhivinayak Temple,Mumbai,2022,2,0,0,0,Heavy Rain,11192
Siddhivinayak Temple,Mumbai,2022,2,1,0,0,Sunny,5224
Siddhivinayak Temple,Mumbai,2022,2,2,0,0,Heavy Rain,3777
Siddhivinayak Temple,Mumbai,2022,2,3,0,0,Heavy Rain,2100
Siddhivinayak Temple,Mumbai,2022,2,4,0,0,Cloudy,9302
Siddhivinayak Temple,Mumbai,2022,2,5,0,0,Light Rain,4868
Siddhivinayak Temple,Mumbai,2022,2,6,0,0,Cloudy,26502
Siddhivinayak Temple,Mumbai,2022,2,7,0,0,Light Rain,18307
Siddhivinayak Temple,Mumbai,2022,2,8,0,0,Heavy Rain,9383
Siddhivinayak Temple,Mumbai,2022,2,9,0,0,Sunny,27707
Siddhivinayak Temple,Mumbai,2022,2,10,0,0,Light Rain,17474
Siddhivinayak Temple,Mumbai,2022,2,11,0,0,Sunny,29352
Siddhivinayak Temple,Mumbai,2022,2,12,0,0,Humid,26427
Siddhivinayak Temple,Mumbai,2022,2,13,0,0,Sunny,25723
Siddhivinayak Temple,Mumbai,2022,2,14,0,0,Light Rain,16416
Siddhivinayak Temple,Mumbai,2022,2,15,0,0,Cloudy,28857
Siddhivinayak Temple,Mumbai,2022,2,16,0,0,Light Rain,15653
Siddhivinayak Temple,Mumbai,2022,2,17,0,0,Cloudy,23961
Siddhivinayak Temple,Mumbai,2022,2,18,0,0,Cloudy,87851
Siddhivinayak Temple,Mumbai,2022,2,19,0,0,Heavy Rain,33009
Siddhivinayak Temple,Mumbai,2022,2,20,0,0,Sunny,77100
Siddhivinayak Temple,Mumbai,2022,2,21,0,0,Humid,84543
Siddhivinayak Temple,Mumbai,2022,2,22,0,0,Humid,66817
Siddhivinayak Temple,Mumbai,2022,2,23,0,0,Cloudy,95034
Siddhivinayak Temple,Mumbai,2022,3,0,0,0,Cloudy,21588
Siddhivinayak Temple,Mumbai,2022,3,1,0,0,Sunny,4214
Siddhivinayak Temple,Mumbai,2022,3,2,0,0,Sunny,7737
Siddhivinayak Temple,Mumbai,2022,3,3,0,0,Cloudy,7685
Siddhivinayak Temple,Mumbai,2022,3,4,0,0,Heavy Rain,2622
Siddhivinayak Temple,Mumbai,2022,3,5,0,0,Sunny,10308
Siddhivinayak Temple,Mumbai,2022,3,6,0,0,Light Rain,19701
Siddhivinayak Temple,Mumbai,2022,3,7,0,0,Sunny,21598
Siddhivinayak Temple,Mumbai,2022,3,8,0,0,Humid,26933
Siddhivinayak Temple,Mumbai,2022,3,9,0,0,Light Rain,15488
Siddhivinayak Temple,Mumbai,2022,3,10,0,0,Humid,28693
Siddhivinayak Temple,Mumbai,2022,3,11,0,0,Heavy Rain,11209
Siddhivinayak Temple,Mumbai,2022,3,12,0,0,Heavy Rain,10192
Siddhivinayak Temple,Mumbai,2022,3,13,0,0,Light Rain,20248
Siddhivinayak Temple,Mumbai,2022,3,14,0,0,Humid,28928
Siddhivinayak Temple,Mumbai,2022,3,15,0,0,Light Rain,17987
Siddhivinayak Temple,Mumbai,2022,3,16,0,0,Light Rain,15139
Siddhivinayak Temple,Mumbai,2022,3,17,0,0,Heavy Rain,9406
Siddhivinayak Temple,Mumbai,2022,3,18,0,0,Sunny,87794
Siddhivinayak Temple,Mumbai,2022,3,19,0,0,Heavy Rain,29293
Siddhivinayak Temple,Mumbai,2022,3,20,0,0,Humid,89591
Siddhivinayak Temple,Mumbai,2022,3,21,0,0,Humid,83474
Siddhivinayak Temple,Mumbai,2022,3,22,0,0,Light Rain,51133
Siddhivinayak Temple,Mumbai,2022,3,23,0,0,Sunny,85694
Siddhivinayak Temple,Mumbai,2022,4,0,0,0,Heavy Rain,10184
Siddhivinayak Temple,Mumbai,2022,4,1,0,0,Cloudy,7163
Siddhivinayak Temple,Mumbai,2022,4,2,0,0,Sunny,7686
Siddhivinayak Temple,Mumbai,2022,4,3,0,0,Sunny,9385
Siddhivinayak Temple,Mumbai,2022,4,4,0,0,Humid,6737
Siddhivinayak Temple,Mumbai,2022,4,5,0,0,Humid,6864
Siddhivinayak Temple,Mumbai,2022,4,6,0,0,Humid,27148
Siddhivinayak Temple,Mumbai,2022,4,7,0,0,Sunny,23441
Siddhivinayak Temple,Mumbai,2022,4,8,0,0,Light Rain,18664
Siddhivinayak Temple,Mumbai,2022,4,9,0,0,Light Rain,19122
Siddhivinayak Temple,Mumbai,2022,4,10,0,0,Cloudy,23981
Siddhivinayak Temple,Mumbai,2022,4,11,0,0,Heavy Rain,10270
Siddhivinayak Temple,Mumbai,2022,4,12,0,0,Heavy Rain,11521
Siddhivinayak Temple,Mumbai,2022,4,13,0,0,Sunny,29375
Siddhivinayak Temple,Mumbai,2022,4,14,0,0,Humid,24045
Siddhivinayak Temple,Mumbai,2022,4,15,0,0,Cloudy,24293
Siddhivinayak Temple,Mumbai,2022,4,16,0,0,Light Rain,18071
Siddhivinayak Temple,Mumbai,2022,4,17,0,0,Heavy Rain,10470
Siddhivinayak Temple,Mumbai,2022,4,18,0,0,Cloudy,94762
Siddhivinayak Temple,Mumbai,2022,4,19,0,0,Cloudy,69052
Siddhivinayak Temple,Mumbai,2022,4,20,0,0,Light Rain,58045
Siddhivinayak Temple,Mumbai,2022,4,21,0,0,Light Rain,64302
Siddhivinayak Temple,Mumbai,2022,4,22,0,0,Sunny,94532
Siddhivinayak Temple,Mumbai,2022,4,23,0,0,Cloudy,73814
Siddhivinayak Temple,Mumbai,2022,5,0,0,1,Heavy Rain,10384
Siddhivinayak Temple,Mumbai,2022,5,1,0,1,Sunny,5223
Siddhivinayak Temple,Mumbai,2022,5,2,0,1,Cloudy,4121
Siddhivinayak Temple,Mumbai,2022,5,3,0,1,Heavy Rain,4203
Siddhivinayak Temple,Mumbai,2022,5,4,0,1,Light Rain,6045
Siddhivinayak Temple,Mumbai,2022,5,5,0,1,Cloudy,7530
Siddhivinayak Temple,Mumbai,2022,5,6,0,1,Cloudy,25161
Siddhivinayak Temple,Mumbai,2022,5,7,0,1,Humid,24300
Siddhivinayak Temple,Mumbai,2022,5,8,0,1,Sunny,27200
Siddhivinayak Temple,Mumbai,2022,5,9,0,1,Light Rain,15525
Siddhivinayak Temple,Mumbai,2022,5,10,0,1,Light Rain,17005
Siddhivinayak Temple,Mumbai,2022,5,11,0,1,Light Rain,16710
Siddhivinayak Temple,Mumbai,2022,5,12,0,1,Light Rain,16753
Siddhivinayak Temple,Mumbai,2022,5,13,0,1,Heavy Rain,10284
Siddhivinayak Temple,Mumbai,2022,5,14,0,1,Sunny,21653
Siddhivinayak Temple,Mumbai,2022,5,15,0,1,Cloudy,28700
Siddhivinayak Temple,Mumbai,2022,5,16,0,1,Cloudy,25308
Siddhivinayak Temple,Mumbai,2022,5,17,0,1,Cloudy,26002
Siddhivinayak Temple,Mumbai,2022,5,18,0,1,Humid,91123
Siddhivinayak Temple,Mumbai,2022,5,19,0,1,Heavy Rain,29791
Siddhivinayak Temple,Mumbai,2022,5,20,0,1,Sunny,69401
Siddhivinayak Temple,Mumbai,2022,5,21,0,1,Light Rain,58748
Siddhivinayak Temple,Mumbai,2022,5,22,0,1,Cloudy,65224
Siddhivinayak Temple,Mumbai,2022,5,23,0,1,Humid,92437
Siddhivinayak Temple,Mumbai,2022,6,0,1,0,Humid,46376
Siddhivinayak Temple,Mumbai,2022,6,1,1,0,Humid,4243
Siddhivinayak Temple,Mumbai,2022,6,2,1,0,Cloudy,14038
Siddhivinayak Temple,Mumbai,2022,6,3,1,0,Sunny,7236
Siddhivinayak Temple,Mumbai,2022,6,4,1,0,Cloudy,11605
Siddhivinayak Temple,Mumbai,2022,6,5,1,0,Humid,14840
Siddhivinayak Temple,Mumbai,2022,6,6,1,0,Cloudy,38556
Siddhivinayak Temple,Mumbai,2022,6,7,1,0,Cloudy,47686
Siddhivinayak Temple,Mumbai,2022,6,8,1,0,Light Rain,26517
Siddhivinayak Temple,Mumbai,2022,6,9,1,0,Heavy Rain,18794
Siddhivinayak Temple,Mumbai,2022,6,10,1,0,Heavy Rain,17763
Siddhivinayak Temple,Mumbai,2022,6,11,1,0,Sunny,33715
Siddhivinayak Temple,Mumbai,2022,6,12,1,0,Sunny,35765
Siddhivinayak Temple,Mumbai,2022,6,13,1,0,Heavy Rain,17106
Siddhivinayak Temple,Mumbai,2022,6,14,1,0,Heavy Rain,17229
Siddhivinayak Temple,Mumbai,2022,6,15,1,0,Sunny,50158
Siddhivinayak Temple,Mumbai,2022,6,16,1,0,Cloudy,47476
Siddhivinayak Temple,Mumbai,2022,6,17,1,0,Light Rain,27961
Siddhivinayak Temple,Mumbai,2022,6,18,1,0,Cloudy,138513
Siddhivinayak Temple,Mumbai,2022,6,19,1,0,Cloudy,148868
Siddhivinayak Temple,Mumbai,2022,6,20,1,0,Sunny,168732
Siddhivinayak Temple,Mumbai,2022,6,21,1,0,Cloudy,146684
Siddhivinayak Temple,Mumbai,2022,6,22,1,0,Humid,156406
Siddhivinayak Temple,Mumbai,2022,6,23,1,0,Light Rain,93857
Siddhivinayak Temple,Mumbai,2022,7,0,1,1,Sunny,36693
Siddhivinayak Temple,Mumbai,2022,7,1,1,1,Cloudy,6089
Siddhivinayak Temple,Mumbai,2022,7,2,1,1,Light Rain,11732
Siddhivinayak Temple,Mumbai,2022,7,3,1,1,Light Rain,4269
Siddhivinayak Temple,Mumbai,2022,7,4,1,1,Heavy Rain,4107
Siddhivinayak Temple,Mumbai,2022,7,5,1,1,Light Rain,10256
Siddhivinayak Temple,Mumbai,2022,7,6,1,1,Cloudy,38422
Siddhivinayak Temple,Mumbai,2022,7,7,1,1,Cloudy,52629
Siddhivinayak Temple,Mumbai,2022,7,8,1,1,Sunny,45172
Siddhivinayak Temple,Mumbai,2022,7,9,1,1,Cloudy,34717
Siddhivinayak Temple,Mumbai,2022,7,10,1,1,Heavy Rain,19555
Siddhivinayak Temple,Mumbai,2022,7,11,1,1,Humid,50330
Siddhivinayak Temple,Mumbai,2022,7,12,1,1,Humid,42545
Siddhivinayak Temple,Mumbai,2022,7,13,1,1,Light Rain,30683
Siddhivinayak Temple,Mumbai,2022,7,14,1,1,Humid,37243
Siddhivinayak Temple,Mumbai,2022,7,15,1,1,Light Rain,36955
Siddhivinayak Temple,Mumbai,2022,7,16,1,1,Heavy Rain,17120
Siddhivinayak Temple,Mumbai,2022,7,17,1,1,Light Rain,40616
Siddhivinayak Temple,Mumbai,2022,7,18,1,1,Sunny,146467
Siddhivinayak Temple,Mumbai,2022,7,19,1,1,Light Rain,122960
Siddhivinayak Temple,Mumbai,2022,7,20,1,1,Cloudy,184284
Siddhivinayak Temple,Mumbai,2022,7,21,1,1,Heavy Rain,50263
Siddhivinayak Temple,Mumbai,2022,7,22,1,1,Heavy Rain,74367
Siddhivinayak Temple,Mumbai,2022,7,23,1,1,Cloudy,110063
Siddhivinayak Temple,Mumbai,2022,8,0,0,0,Light Rain,17526
Siddhivinayak Temple,Mumbai,2022,8,1,0,0,Heavy Rain,1597
Siddhivinayak Temple,Mumbai,2022,8,2,0,0,Cloudy,4619
Siddhivinayak Temple,Mumbai,2022,8,3,0,0,Cloudy,5678
Siddhivinayak Temple,Mumbai,2022,8,4,0,0,Sunny,5005
Siddhivinayak Temple,Mumbai,2022,8,5,0,0,Light Rain,4032
Siddhivinayak Temple,Mumbai,2022,8,6,0,0,Humid,22867
Siddhivinayak Temple,Mumbai,2022,8,7,0,0,Sunny,24418
Siddhivinayak Temple,Mumbai,2022,8,8,0,0,Humid,24429
Siddhivinayak Temple,Mumbai,2022,8,9,0,0,Sunny,22024
Siddhivinayak Temple,Mumbai,2022,8,10,0,0,Cloudy,23037
Siddhivinayak Temple,Mumbai,2022,8,11,0,0,Light Rain,16041
Siddhivinayak Temple,Mumbai,2022,8,12,0,0,Light Rain,19545
Siddhivinayak Temple,Mumbai,2022,8,13,0,0,Heavy Rain,10413
Siddhivinayak Temple,Mumbai,2022,8,14,0,0,Light Rain,20137
Siddhivinayak Temple,Mumbai,2022,8,15,0,0,Sunny,25755
Siddhivinayak Temple,Mumbai,2022,8,16,0,0,Light Rain,19180
Siddhivinayak Temple,Mumbai,2022,8,17,0,0,Sunny,26500
Siddhivinayak Temple,Mumbai,2022,8,18,0,0,Light Rain,61600
Siddhivinayak Temple,Mumbai,2022,8,19,0,0,Sunny,77832
Siddhivinayak Temple,Mumbai,2022,8,20,0,0,Light Rain,63893
Siddhivinayak Temple,Mumbai,2022,8,21,0,0,Sunny,94771
Siddhivinayak Temple,Mumbai,2022,8,22,0,0,Sunny,73525
Siddhivinayak Temple,Mumbai,2022,8,23,0,0,Heavy Rain,31735
Siddhivinayak Temple,Mumbai,2022,9,0,0,0,Sunny,23358
Siddhivinayak Temple,Mumbai,2022,9,1,0,0,Light Rain,4568
Siddhivinayak Temple,Mumbai,2022,9,2,0,0,Cloudy,7209
Siddhivinayak Temple,Mumbai,2022,9,3,0,0,Cloudy,2765
Siddhivinayak Temple,Mumbai,2022,9,4,0,0,Humid,7888
Siddhivinayak Temple,Mumbai,2022,9,5,0,0,Cloudy,5927
Siddhivinayak Temple,Mumbai,2022,9,6,0,0,Cloudy,22900
Siddhivinayak Temple,Mumbai,2022,9,7,0,0,Sunny,24790
Siddhivinayak Temple,Mumbai,2022,9,8,0,0,Sunny,24620
Siddhivinayak Temple,Mumbai,2022,9,9,0,0,Humid,28151
Siddhivinayak Temple,Mumbai,2022,9,10,0,0,Sunny,26106
Siddhivinayak Temple,Mumbai,2022,9,11,0,0,Sunny,25240
Siddhivinayak Temple,Mumbai,2022,9,12,0,0,Light Rain,20449
Siddhivinayak Temple,Mumbai,2022,9,13,0,0,Humid,28654
Siddhivinayak Temple,Mumbai,2022,9,14,0,0,Heavy Rain,10676
Siddhivinayak Temple,Mumbai,2022,9,15,0,0,Light Rain,15403
Siddhivinayak Temple,Mumbai,2022,9,16,0,0,Humid,23553
Siddhivinayak Temple,Mumbai,2022,9,17,0,0,Light Rain,18936
Siddhivinayak Temple,Mumbai,2022,9,18,0,0,Light Rain,76292
Siddhivinayak Temple,Mumbai,2022,9,19,0,0,Cloudy,76575
Siddhivinayak Temple,Mumbai,2022,9,20,0,0,Heavy Rain,30870
Siddhivinayak Temple,Mumbai,2022,9,21,0,0,Heavy Rain,34448
Siddhivinayak Temple,Mumbai,2022,9,22,0,0,Humid,79844
Siddhivinayak Temple,Mumbai,2022,9,23,0,0,Cloudy,99011
Siddhivinayak Temple,Mumbai,2022,10,0,0,1,Cloudy,27407
Siddhivinayak Temple,Mumbai,2022,10,1,0,1,Light Rain,6818
Siddhivinayak Temple,Mumbai,2022,10,2,0,1,Humid,6135
Siddhivinayak Temple,Mumbai,2022,10,3,0,1,Humid,5267
Siddhivinayak Temple,Mumbai,2022,10,4,0,1,Humid,5534
Siddhivinayak Temple,Mumbai,2022,10,5,0,1,Sunny,7330
Siddhivinayak Temple,Mumbai,2022,10,6,0,1,Humid,24027
Siddhivinayak Temple,Mumbai,2022,10,7,0,1,Sunny,28687
Siddhivinayak Temple,Mumbai,2022,10,8,0,1,Humid,29242
Siddhivinayak Temple,Mumbai,2022,10,9,0,1,Light Rain,16862
Siddhivinayak Temple,Mumbai,2022,10,10,0,1,Humid,23513
Siddhivinayak Temple,Mumbai,2022,10,11,0,1,Light Rain,16153
Siddhivinayak Temple,Mumbai,2022,10,12,0,1,Light Rain,19912
Siddhivinayak Temple,Mumbai,2022,10,13,0,1,Sunny,29244
Siddhivinayak Temple,Mumbai,2022,10,14,0,1,Light Rain,16619
Siddhivinayak Temple,Mumbai,2022,10,15,0,1,Humid,27867
Siddhivinayak Temple,Mumbai,2022,10,16,0,1,Cloudy,27882
Siddhivinayak Temple,Mumbai,2022,10,17,0,1,Sunny,25914
Siddhivinayak Temple,Mumbai,2022,10,18,0,1,Heavy Rain,29942
Siddhivinayak Temple,Mumbai,2022,10,19,0,1,Humid,86732
Siddhivinayak Temple,Mumbai,2022,10,20,0,1,Humid,72916
Siddhivinayak Temple,Mumbai,2022,10,21,0,1,Cloudy,75025
Siddhivinayak Temple,Mumbai,2022,10,22,0,1,Sunny,82744
Siddhivinayak Temple,Mumbai,2022,10,23,0,1,Sunny,73380
Siddhivinayak Temple,Mumbai,2022,11,0,0,1,Sunny,125764
Siddhivinayak Temple,Mumbai,2022,11,1,0,1,Humid,37194
Siddhivinayak Temple,Mumbai,2022,11,2,0,1,Humid,49709
Siddhivinayak Temple,Mumbai,2022,11,3,0,1,Heavy Rain,15586
Siddhivinayak Temple,Mumbai,2022,11,4,0,1,Humid,40523
Siddhivinayak Temple,Mumbai,2022,11,5,0,1,Humid,28548
Siddhivinayak Temple,Mumbai,2022,11,6,0,1,Sunny,108554
Siddhivinayak Temple,Mumbai,2022,11,7,0,1,Cloudy,97152
Siddhivinayak Temple,Mumbai,2022,11,8,0,1,Humid,126098
Siddhivinayak Temple,Mumbai,2022,11,9,0,1,Cloudy,96916
Siddhivinayak Temple,Mumbai,2022,11,10,0,1,Humid,109040
Siddhivinayak Temple,Mumbai,2022,11,11,0,1,Cloudy,110009
Siddhivinayak Temple,Mumbai,2022,11,12,0,1,Light Rain,82884
Siddhivinayak Temple,Mumbai,2022,11,13,0,1,Sunny,132766
Siddhivinayak Temple,Mumbai,2022,11,14,0,1,Heavy Rain,41770
Siddhivinayak Temple,Mumbai,2022,11,15,0,1,Heavy Rain,38473
Siddhivinayak Temple,Mumbai,2022,11,16,0,1,Heavy Rain,44458
Siddhivinayak Temple,Mumbai,2022,11,17,0,1,Heavy Rain,37579
Siddhivinayak Temple,Mumbai,2022,11,18,0,1,Light Rain,212364
Siddhivinayak Temple,Mumbai,2022,11,19,0,1,Cloudy,398314
Siddhivinayak Temple,Mumbai,2022,11,20,0,1,Humid,390342
Siddhivinayak Temple,Mumbai,2022,11,21,0,1,Humid,309845
Siddhivinayak Temple,Mumbai,2022,11,22,0,1,Sunny,322898
Siddhivinayak Temple,Mumbai,2022,11,23,0,1,Humid,349719
Siddhivinayak Temple,Mumbai,2023,1,0,0,1,Cloudy,68380
Siddhivinayak Temple,Mumbai,2023,1,1,0,1,Light Rain,17678
Siddhivinayak Temple,Mumbai,2023,1,2,0,1,Light Rain,7929
Siddhivinayak Temple,Mumbai,2023,1,3,0,1,Humid,19617
Siddhivinayak Temple,Mumbai,2023,1,4,0,1,Humid,11482
