mandal_name,city,year,day_of_festival,hour_of_day,holiday_flag,special_event_flag,weather,volunteers_on_duty,headcount
Koradi Devi Temple,Nagpur,2019,9,8,0,1,Heavy Rain,63,6885
Koradi Devi Temple,Nagpur,2019,9,9,0,1,Pleasant,68,19458
Koradi Devi Temple,Nagpur,2019,9,10,0,1,Cloudy,53,11588
Koradi Devi Temple,Nagpur,2019,9,11,0,1,Sunny,79,18071
Koradi Devi Temple,Nagpur,2019,9,12,0,1,Heavy Rain,33,14323
Koradi Devi Temple,Nagpur,2019,9,13,0,1,Light Rain,79,10015
Koradi Devi Temple,Nagpur,2019,9,14,0,1,Pleasant,31,18052
Koradi Devi Temple,Nagpur,2019,9,15,0,1,Cloudy,46,18890
Koradi Devi Temple,Nagpur,2019,9,16,0,1,Cloudy,67,15908
Koradi Devi Temple,Nagpur,2019,9,17,0,1,Sunny,38,24741
Koradi Devi Temple,Nagpur,2019,9,18,0,1,Cloudy,76,38994
Koradi Devi Temple,Nagpur,2019,9,19,0,1,Cloudy,52,60988
Koradi Devi Temple,Nagpur,2019,9,20,0,1,Cloudy,34,50370
Koradi Devi Temple,Nagpur,2019,9,21,0,1,Pleasant,79,43561
Koradi Devi Temple,Nagpur,2019,9,22,0,1,Sunny,42,25215
Koradi Devi Temple,Nagpur,2019,9,23,0,1,Light Rain,31,26825
Koradi Devi Temple,Nagpur,2020,1,0,1,1,Pleasant,66,22124
Koradi Devi Temple,Nagpur,2020,1,1,1,1,Heavy Rain,62,2202
Koradi Devi Temple,Nagpur,2020,1,2,1,1,Cloudy,43,10745
Koradi Devi Temple,Nagpur,2020,1,3,1,1,Sunny,44,19910
Koradi Devi Temple,Nagpur,2020,1,4,1,1,Sunny,54,11651
Koradi Devi Temple,Nagpur,2020,1,5,1,1,Light Rain,35,5050
Koradi Devi Temple,Nagpur,2020,1,6,1,1,Sunny,39,22021
Koradi Devi Temple,Nagpur,2020,1,7,1,1,Heavy Rain,76,11435
Koradi Devi Temple,Nagpur,2020,1,8,1,1,Pleasant,77,16453
Koradi Devi Temple,Nagpur,2020,1,9,1,1,Light Rain,67,19914
Koradi Devi Temple,Nagpur,2020,1,10,1,1,Heavy Rain,69,12973
Koradi Devi Temple,Nagpur,2020,1,11,1,1,Cloudy,55,25221
Koradi Devi Temple,Nagpur,2020,1,12,1,1,Light Rain,72,25115
Koradi Devi Temple,Nagpur,2020,1,13,1,1,Sunny,75,42702
Koradi Devi Temple,Nagpur,2020,1,14,1,1,Pleasant,44,37366
Koradi Devi Temple,Nagpur,2020,1,15,1,1,Sunny,65,34470
Koradi Devi Temple,Nagpur,2020,1,16,1,1,Light Rain,54,17362
Koradi Devi Temple,Nagpur,2020,1,17,1,1,Light Rain,71,17341
Koradi Devi Temple,Nagpur,2020,1,18,1,1,Heavy Rain,53,28079
Koradi Devi Temple,Nagpur,2020,1,19,1,1,Cloudy,38,133989
Koradi Devi Temple,Nagpur,2020,1,20,1,1,Cloudy,53,65482
Koradi Devi Temple,Nagpur,2020,1,21,1,1,Light Rain,56,57738
Koradi Devi Temple,Nagpur,2020,1,22,1,1,Heavy Rain,34,33124
Koradi Devi Temple,Nagpur,2020,1,23,1,1,Sunny,54,93820
Koradi Devi Temple,Nagpur,2020,2,0,1,0,Light Rain,59,9981
Koradi Devi Temple,Nagpur,2020,2,1,1,0,Light Rain,80,3512
Koradi Devi Temple,Nagpur,2020,2,2,1,0,Heavy Rain,40,2339
Koradi Devi Temple,Nagpur,2020,2,3,1,0,Cloudy,32,3281
Koradi Devi Temple,Nagpur,2020,2,4,1,0,Heavy Rain,70,3716
Koradi Devi Temple,Nagpur,2020,2,5,1,0,Cloudy,78,3746
Koradi Devi Temple,Nagpur,2020,2,6,1,0,Pleasant,74,12197
Koradi Devi Temple,Nagpur,2020,2,7,1,0,Cloudy,50,17267
Koradi Devi Temple,Nagpur,2020,2,8,1,0,Pleasant,40,14889
Koradi Devi Temple,Nagpur,2020,2,9,1,0,Cloudy,44,11181
Koradi Devi Temple,Nagpur,2020,2,10,1,0,Pleasant,49,15208
Koradi Devi Temple,Nagpur,2020,2,11,1,0,Pleasant,32,19691
Koradi Devi Temple,Nagpur,2020,2,12,1,0,Light Rain,79,12895
Koradi Devi Temple,Nagpur,2020,2,13,1,0,Pleasant,41,15208
Koradi Devi Temple,Nagpur,2020,2,14,1,0,Light Rain,60,8020
Koradi Devi Temple,Nagpur,2020,2,15,1,0,Cloudy,43,14433
Koradi Devi Temple,Nagpur,2020,2,16,1,0,Pleasant,59,24707
Koradi Devi Temple,Nagpur,2020,2,17,1,0,Cloudy,46,8714
Koradi Devi Temple,Nagpur,2020,2,18,1,0,Sunny,62,52082
Koradi Devi Temple,Nagpur,2020,2,19,1,0,Heavy Rain,50,16464
Koradi Devi Temple,Nagpur,2020,2,20,1,0,Light Rain,45,33872
Koradi Devi Temple,Nagpur,2020,2,21,1,0,Sunny,72,29513
Koradi Devi Temple,Nagpur,2020,2,22,1,0,Sunny,79,48033
Koradi Devi Temple,Nagpur,2020,2,23,1,0,Sunny,73,35415
Koradi Devi Temple,Nagpur,2020,3,0,1,0,Cloudy,47,9477
Koradi Devi Temple,Nagpur,2020,3,1,0,0,Light Rain,61,3423
Koradi Devi Temple,Nagpur,2020,3,2,0,0,Heavy Rain,35,709
Koradi Devi Temple,Nagpur,2020,3,3,1,0,Light Rain,62,3201
Koradi Devi Temple,Nagpur,2020,3,4,1,0,Sunny,31,5111
Koradi Devi Temple,Nagpur,2020,3,5,0,0,Pleasant,57,4439
Koradi Devi Temple,Nagpur,2020,3,6,0,0,Light Rain,46,7998
Koradi Devi Temple,Nagpur,2020,3,7,0,0,Heavy Rain,39,3749
Koradi Devi Temple,Nagpur,2020,3,8,0,0,Heavy Rain,60,4788
Koradi Devi Temple,Nagpur,2020,3,9,0,0,Heavy Rain,33,4523
Koradi Devi Temple,Nagpur,2020,3,10,0,0,Light Rain,70,7472
Koradi Devi Temple,Nagpur,2020,3,11,1,0,Light Rain,39,13579
Koradi Devi Temple,Nagpur,2020,3,12,0,0,Heavy Rain,32,5620
Koradi Devi Temple,Nagpur,2020,3,13,0,0,Cloudy,78,7880
Koradi Devi Temple,Nagpur,2020,3,14,1,0,Pleasant,70,13827
Koradi Devi Temple,Nagpur,2020,3,15,0,0,Light Rain,44,7817
Koradi Devi Temple,Nagpur,2020,3,16,0,0,Cloudy,33,8418
Koradi Devi Temple,Nagpur,2020,3,17,0,0,Light Rain,46,5193
Koradi Devi Temple,Nagpur,2020,3,18,0,0,Cloudy,78,20615
Koradi Devi Temple,Nagpur,2020,3,19,0,0,Sunny,67,26441
Koradi Devi Temple,Nagpur,2020,3,20,0,0,Heavy Rain,57,8667
Koradi Devi Temple,Nagpur,2020,3,21,1,0,Pleasant,37,26741
Koradi Devi Temple,Nagpur,2020,3,22,0,0,Pleasant,57,23549
Koradi Devi Temple,Nagpur,2020,3,23,0,0,Sunny,79,22569
Koradi Devi Temple,Nagpur,2020,4,0,0,0,Light Rain,66,7959
Koradi Devi Temple,Nagpur,2020,4,1,0,0,Light Rain,73,2714
Koradi Devi Temple,Nagpur,2020,4,2,1,0,Heavy Rain,49,2812
Koradi Devi Temple,Nagpur,2020,4,3,1,0,Sunny,42,2548
Koradi Devi Temple,Nagpur,2020,4,4,0,0,Heavy Rain,69,1313
Koradi Devi Temple,Nagpur,2020,4,5,0,0,Pleasant,36,3591
Koradi Devi Temple,Nagpur,2020,4,6,0,0,Pleasant,77,6989
Koradi Devi Temple,Nagpur,2020,4,7,0,0,Cloudy,64,9866
Koradi Devi Temple,Nagpur,2020,4,8,0,0,Heavy Rain,79,4647
Koradi Devi Temple,Nagpur,2020,4,9,0,0,Sunny,66,7013
Koradi Devi Temple,Nagpur,2020,4,10,0,0,Cloudy,35,5914
Koradi Devi Temple,Nagpur,2020,4,11,0,0,Heavy Rain,56,4210
Koradi Devi Temple,Nagpur,2020,4,12,0,0,Light Rain,62,7015
Koradi Devi Temple,Nagpur,2020,4,13,0,0,Sunny,67,9363
Koradi Devi Temple,Nagpur,2020,4,14,0,0,Cloudy,46,11609
Koradi Devi Temple,Nagpur,2020,4,15,0,0,Heavy Rain,79,5085
Koradi Devi Temple,Nagpur,2020,4,16,0,0,Cloudy,30,6935
Koradi Devi Temple,Nagpur,2020,4,17,0,0,Light Rain,48,7903
Koradi Devi Temple,Nagpur,2020,4,18,0,0,Light Rain,44,19330
Koradi Devi Temple,Nagpur,2020,4,19,0,0,Pleasant,77,23858
Koradi Devi Temple,Nagpur,2020,4,20,0,0,Light Rain,69,14225
Koradi Devi Temple,Nagpur,2020,4,21,0,0,Pleasant,63,17258
Koradi Devi Temple,Nagpur,2020,4,22,0,0,Light Rain,51,16299
Koradi Devi Temple,Nagpur,2020,4,23,0,0,Heavy Rain,72,12728
Koradi Devi Temple,Nagpur,2020,5,0,0,0,Light Rain,77,6823
Koradi Devi Temple,Nagpur,2020,5,1,1,0,Cloudy,45,1933
Koradi Devi Temple,Nagpur,2020,5,2,1,0,Pleasant,38,4880
Koradi Devi Temple,Nagpur,2020,5,3,0,0,Heavy Rain,72,904
Koradi Devi Temple,Nagpur,2020,5,4,0,0,Sunny,49,2196
Koradi Devi Temple,Nagpur,2020,5,5,0,0,Heavy Rain,45,2060
Koradi Devi Temple,Nagpur,2020,5,6,0,0,Light Rain,57,6555
Koradi Devi Temple,Nagpur,2020,5,7,0,0,Pleasant,53,7339
Koradi Devi Temple,Nagpur,2020,5,8,1,0,Pleasant,79,8961
Koradi Devi Temple,Nagpur,2020,5,9,1,0,Light Rain,43,9645
Koradi Devi Temple,Nagpur,2020,5,10,0,0,Light Rain,71,5513
Koradi Devi Temple,Nagpur,2020,5,11,0,0,Pleasant,50,12077
Koradi Devi Temple,Nagpur,2020,5,12,0,0,Sunny,68,10896
Koradi Devi Temple,Nagpur,2020,5,13,0,0,Pleasant,68,12405
Koradi Devi Temple,Nagpur,2020,5,14,0,0,Sunny,43,8047
Koradi Devi Temple,Nagpur,2020,5,15,0,0,Light Rain,40,5861
Koradi Devi Temple,Nagpur,2020,5,16,1,0,Sunny,56,18087
Koradi Devi Temple,Nagpur,2020,5,17,0,0,Light Rain,38,5725
Koradi Devi Temple,Nagpur,2020,5,18,0,0,Sunny,60,29336
Koradi Devi Temple,Nagpur,2020,5,19,0,0,Pleasant,80,13476
Koradi Devi Temple,Nagpur,2020,5,20,0,0,Light Rain,34,12204
Koradi Devi Temple,Nagpur,2020,5,21,0,0,Heavy Rain,44,9663
Koradi Devi Temple,Nagpur,2020,5,22,0,0,Light Rain,65,22615
Koradi Devi Temple,Nagpur,2020,5,23,0,0,Light Rain,72,16462
Koradi Devi Temple,Nagpur,2020,6,0,1,0,Light Rain,48,8802
Koradi Devi Temple,Nagpur,2020,6,1,1,0,Cloudy,68,5350
Koradi Devi Temple,Nagpur,2020,6,2,0,0,Pleasant,36,5055
Koradi Devi Temple,Nagpur,2020,6,3,0,0,Pleasant,69,3149
Koradi Devi Temple,Nagpur,2020,6,4,0,0,Cloudy,70,1520
Koradi Devi Temple,Nagpur,2020,6,5,0,0,Heavy Rain,74,807
Koradi Devi Temple,Nagpur,2020,6,6,0,0,Sunny,59,9132
Koradi Devi Temple,Nagpur,2020,6,7,0,0,Cloudy,63,7888
Koradi Devi Temple,Nagpur,2020,6,8,0,0,Sunny,35,7494
Koradi Devi Temple,Nagpur,2020,6,9,0,0,Cloudy,39,7490
Koradi Devi Temple,Nagpur,2020,6,10,0,0,Sunny,57,10106
Koradi Devi Temple,Nagpur,2020,6,11,1,0,Sunny,36,12333
Koradi Devi Temple,Nagpur,2020,6,12,0,0,Heavy Rain,36,4995
Koradi Devi Temple,Nagpur,2020,6,13,1,0,Sunny,50,11087
Koradi Devi Temple,Nagpur,2020,6,14,1,0,Pleasant,34,21101
Koradi Devi Temple,Nagpur,2020,6,15,0,0,Cloudy,67,10992
Koradi Devi Temple,Nagpur,2020,6,16,0,0,Light Rain,61,9181
Koradi Devi Temple,Nagpur,2020,6,17,0,0,Sunny,65,11119
Koradi Devi Temple,Nagpur,2020,6,18,0,0,Sunny,63,28630
Koradi Devi Temple,Nagpur,2020,6,19,0,0,Light Rain,63,11903
Koradi Devi Temple,Nagpur,2020,6,20,0,0,Pleasant,59,24096
Koradi Devi Temple,Nagpur,2020,6,21,0,0,Cloudy,51,19456
Koradi Devi Temple,Nagpur,2020,6,22,0,0,Light Rain,32,22385
Koradi Devi Temple,Nagpur,2020,6,23,0,0,Light Rain,43,23390
Koradi Devi Temple,Nagpur,2020,7,0,0,0,Sunny,48,7822
Koradi Devi Temple,Nagpur,2020,7,1,0,0,Cloudy,47,2649
Koradi Devi Temple,Nagpur,2020,7,2,0,0,Sunny,50,3460
Koradi Devi Temple,Nagpur,2020,7,3,0,0,Pleasant,61,2992
Koradi Devi Temple,Nagpur,2020,7,4,1,0,Heavy Rain,59,1770
Koradi Devi Temple,Nagpur,2020,7,5,0,0,Cloudy,57,3008
Koradi Devi Temple,Nagpur,2020,7,6,0,0,Sunny,59,8431
Koradi Devi Temple,Nagpur,2020,7,7,0,0,Sunny,47,10403
Koradi Devi Temple,Nagpur,2020,7,8,0,0,Sunny,76,7383
Koradi Devi Temple,Nagpur,2020,7,9,0,0,Pleasant,34,5508
Koradi Devi Temple,Nagpur,2020,7,10,0,0,Cloudy,52,7999
Koradi Devi Temple,Nagpur,2020,7,11,0,0,Heavy Rain,65,4898
Koradi Devi Temple,Nagpur,2020,7,12,0,0,Heavy Rain,50,4438
Koradi Devi Temple,Nagpur,2020,7,13,0,0,Heavy Rain,41,4523
Koradi Devi Temple,Nagpur,2020,7,14,0,0,Cloudy,73,7767
Koradi Devi Temple,Nagpur,2020,7,15,0,0,Light Rain,58,5979
Koradi Devi Temple,Nagpur,2020,7,16,0,0,Sunny,41,12434
Koradi Devi Temple,Nagpur,2020,7,17,0,0,Heavy Rain,65,4249
Koradi Devi Temple,Nagpur,2020,7,18,0,0,Sunny,70,20540
Koradi Devi Temple,Nagpur,2020,7,19,0,0,Light Rain,33,20419
Koradi Devi Temple,Nagpur,2020,7,20,0,0,Light Rain,34,20213
Koradi Devi Temple,Nagpur,2020,7,21,0,0,Cloudy,52,21652
Koradi Devi Temple,Nagpur,2020,7,22,0,0,Sunny,62,25306
Koradi Devi Temple,Nagpur,2020,7,23,0,0,Heavy Rain,30,15108
Koradi Devi Temple,Nagpur,2020,8,0,1,1,Pleasant,36,30502
Koradi Devi Temple,Nagpur,2020,8,1,1,1,Heavy Rain,78,4481
Koradi Devi Temple,Nagpur,2020,8,2,1,1,Light Rain,55,7751
Koradi Devi Temple,Nagpur,2020,8,3,1,1,Pleasant,70,9186
Koradi Devi Temple,Nagpur,2020,8,4,1,1,Light Rain,36,11455
Koradi Devi Temple,Nagpur,2020,8,5,1,1,Heavy Rain,77,3987
Koradi Devi Temple,Nagpur,2020,8,6,1,1,Heavy Rain,78,7385
Koradi Devi Temple,Nagpur,2020,8,7,1,1,Heavy Rain,37,17595
Koradi Devi Temple,Nagpur,2020,8,8,1,1,Sunny,57,13969
Koradi Devi Temple,Nagpur,2020,8,9,1,1,Pleasant,44,29437
Koradi Devi Temple,Nagpur,2020,8,10,1,1,Pleasant,41,35924
Koradi Devi Temple,Nagpur,2020,8,11,1,1,Light Rain,50,33481
Koradi Devi Temple,Nagpur,2020,8,12,1,1,Heavy Rain,60,21288
Koradi Devi Temple,Nagpur,2020,8,13,1,1,Heavy Rain,75,17430
Koradi Devi Temple,Nagpur,2020,8,14,1,1,Heavy Rain,75,16541
Koradi Devi Temple,Nagpur,2020,8,15,1,1,Heavy Rain,58,14561
Koradi Devi Temple,Nagpur,2020,8,16,1,1,Pleasant,63,36628
Koradi Devi Temple,Nagpur,2020,8,17,1,1,Sunny,80,43969
Koradi Devi Temple,Nagpur,2020,8,18,1,1,Sunny,65,88086
Koradi Devi Temple,Nagpur,2020,8,19,1,1,Light Rain,72,56399
Koradi Devi Temple,Nagpur,2020,8,20,1,1,Cloudy,76,39517
Koradi Devi Temple,Nagpur,2020,8,21,1,1,Light Rain,51,30727
Koradi Devi Temple,Nagpur,2020,8,22,1,1,Cloudy,43,75143
Koradi Devi Temple,Nagpur,2020,8,23,1,1,Sunny,63,91780
Koradi Devi Temple,Nagpur,2020,9,0,1,1,Heavy Rain,53,9629
Koradi Devi Temple,Nagpur,2020,9,1,1,1,Pleasant,35,12870
Koradi Devi Temple,Nagpur,2020,9,2,1,1,Light Rain,45,3399
Koradi Devi Temple,Nagpur,2020,9,3,1,1,Cloudy,74,12942
Koradi Devi Temple,Nagpur,2020,9,4,1,1,Cloudy,76,7155
Koradi Devi Temple,Nagpur,2020,9,5,1,1,Light Rain,61,9781
Koradi Devi Temple,Nagpur,2020,9,6,1,1,Cloudy,56,20464
Koradi Devi Temple,Nagpur,2020,9,7,1,1,Cloudy,42,21604
Koradi Devi Temple,Nagpur,2020,9,8,1,1,Sunny,33,38491
Koradi Devi Temple,Nagpur,2020,9,9,1,1,Pleasant,43,23119
Koradi Devi Temple,Nagpur,2020,9,10,1,1,Light Rain,32,29708
Koradi Devi Temple,Nagpur,2020,9,11,1,1,Heavy Rain,69,8658
Koradi Devi Temple,Nagpur,2020,9,12,1,1,Sunny,52,23955
Koradi Devi Temple,Nagpur,2020,9,13,1,1,Sunny,72,45430
Koradi Devi Temple,Nagpur,2020,9,14,1,1,Pleasant,31,29836
Koradi Devi Temple,Nagpur,2020,9,15,1,1,Cloudy,73,33913
Koradi Devi Temple,Nagpur,2020,9,16,1,1,Light Rain,72,27593
Koradi Devi Temple,Nagpur,2020,9,17,1,1,Heavy Rain,35,13022
Koradi Devi Temple,Nagpur,2020,9,18,1,1,Sunny,76,99125
Koradi Devi Temple,Nagpur,2020,9,19,1,1,Sunny,55,40980
Koradi Devi Temple,Nagpur,2020,9,20,1,1,Pleasant,53,62254
Koradi Devi Temple,Nagpur,2020,9,21,1,1,Heavy Rain,50,37056
Koradi Devi Temple,Nagpur,2020,9,22,1,1,Heavy Rain,76,32861
Koradi Devi Temple,Nagpur,2020,9,23,1,1,Light Rain,67,58178
Koradi Devi Temple,Nagpur,2021,1,0,1,1,Sunny,38,24677
Koradi Devi Temple,Nagpur,2021,1,1,1,1,Pleasant,49,9612
Koradi Devi Temple,Nagpur,2021,1,2,1,1,Light Rain,80,4888
Koradi Devi Temple,Nagpur,2021,1,3,1,1,Pleasant,35,9865
Koradi Devi Temple,Nagpur,2021,1,4,1,1,Sunny,62,7011
Koradi Devi Temple,Nagpur,2021,1,5,1,1,Cloudy,63,10478
Koradi Devi Temple,Nagpur,2021,1,6,1,1,Pleasant,40,18777
Koradi Devi Temple,Nagpur,2021,1,7,1,1,Light Rain,62,27869
Koradi Devi Temple,Nagpur,2021,1,8,1,1,Heavy Rain,59,12649
Koradi Devi Temple,Nagpur,2021,1,9,1,1,Sunny,34,33099
Koradi Devi Temple,Nagpur,2021,1,10,1,1,Cloudy,70,31650
Koradi Devi Temple,Nagpur,2021,1,11,1,1,Heavy Rain,38,13867
Koradi Devi Temple,Nagpur,2021,1,12,1,1,Cloudy,36,31364
Koradi Devi Temple,Nagpur,2021,1,13,1,1,Sunny,50,35545
Koradi Devi Temple,Nagpur,2021,1,14,1,1,Cloudy,52,35252
Koradi Devi Temple,Nagpur,2021,1,15,1,1,Cloudy,35,52775
Koradi Devi Temple,Nagpur,2021,1,16,1,1,Pleasant,41,26584
Koradi Devi Temple,Nagpur,2021,1,17,1,1,Heavy Rain,52,11663
Koradi Devi Temple,Nagpur,2021,1,18,1,1,Heavy Rain,49,33396
Koradi Devi Temple,Nagpur,2021,1,19,1,1,Sunny,50,66469
Koradi Devi Temple,Nagpur,2021,1,20,1,1,Sunny,30,89752
Koradi Devi Temple,Nagpur,2021,1,21,1,1,Heavy Rain,34,26739
Koradi Devi Temple,Nagpur,2021,1,22,1,1,Heavy Rain,41,34358
Koradi Devi Temple,Nagpur,2021,1,23,1,1,Light Rain,34,109753
Koradi Devi Temple,Nagpur,2021,2,0,0,0,Cloudy,41,8206
Koradi Devi Temple,Nagpur,2021,2,1,0,0,Pleasant,47,2021
Koradi Devi Temple,Nagpur,2021,2,2,0,0,Light Rain,46,2456
Koradi Devi Temple,Nagpur,2021,2,3,0,0,Heavy Rain,42,1253
Koradi Devi Temple,Nagpur,2021,2,4,0,0,Heavy Rain,71,862
Koradi Devi Temple,Nagpur,2021,2,5,0,0,Light Rain,80,2564
Koradi Devi Temple,Nagpur,2021,2,6,0,0,Heavy Rain,72,5197
Koradi Devi Temple,Nagpur,2021,2,7,1,0,Light Rain,34,8648
Koradi Devi Temple,Nagpur,2021,2,8,0,0,Heavy Rain,73,5172
Koradi Devi Temple,Nagpur,2021,2,9,0,0,Cloudy,47,6083
Koradi Devi Temple,Nagpur,2021,2,10,0,0,Cloudy,58,8108
Koradi Devi Temple,Nagpur,2021,2,11,0,0,Sunny,45,12334
Koradi Devi Temple,Nagpur,2021,2,12,0,0,Cloudy,51,10702
Koradi Devi Temple,Nagpur,2021,2,13,0,0,Light Rain,62,10072
Koradi Devi Temple,Nagpur,2021,2,14,1,0,Sunny,35,17221
Koradi Devi Temple,Nagpur,2021,2,15,0,0,Light Rain,76,7393
Koradi Devi Temple,Nagpur,2021,2,16,0,0,Pleasant,64,7790
Koradi Devi Temple,Nagpur,2021,2,17,0,0,Sunny,70,9623
Koradi Devi Temple,Nagpur,2021,2,18,0,0,Light Rain,36,20595
Koradi Devi Temple,Nagpur,2021,2,19,0,0,Heavy Rain,56,9287
Koradi Devi Temple,Nagpur,2021,2,20,0,0,Heavy Rain,79,12247
Koradi Devi Temple,Nagpur,2021,2,21,0,0,Light Rain,67,11321
Koradi Devi Temple,Nagpur,2021,2,22,0,0,Cloudy,49,26893
Koradi Devi Temple,Nagpur,2021,2,23,0,0,Pleasant,42,20477
Koradi Devi Temple,Nagpur,2021,3,0,0,0,Light Rain,51,6072
Koradi Devi Temple,Nagpur,2021,3,1,0,0,Pleasant,70,3926
Koradi Devi Temple,Nagpur,2021,3,2,0,0,Sunny,52,3400
Koradi Devi Temple,Nagpur,2021,3,3,0,0,Sunny,67,4896
Koradi Devi Temple,Nagpur,2021,3,4,1,0,Cloudy,49,3614
Koradi Devi Temple,Nagpur,2021,3,5,0,0,Sunny,74,2095
Koradi Devi Temple,Nagpur,2021,3,6,0,0,Cloudy,47,10489
Koradi Devi Temple,Nagpur,2021,3,7,0,0,Heavy Rain,32,5159
Koradi Devi Temple,Nagpur,2021,3,8,0,0,Sunny,52,9927
Koradi Devi Temple,Nagpur,2021,3,9,0,0,Heavy Rain,30,3369
Koradi Devi Temple,Nagpur,2021,3,10,0,0,Heavy Rain,65,3065
Koradi Devi Temple,Nagpur,2021,3,11,0,0,Heavy Rain,55,6924
Koradi Devi Temple,Nagpur,2021,3,12,1,0,Cloudy,74,11408
Koradi Devi Temple,Nagpur,2021,3,13,0,0,Cloudy,33,13678
Koradi Devi Temple,Nagpur,2021,3,14,0,0,Pleasant,49,10945
Koradi Devi Temple,Nagpur,2021,3,15,0,0,Pleasant,66,13250
Koradi Devi Temple,Nagpur,2021,3,16,0,0,Light Rain,71,8071
Koradi Devi Temple,Nagpur,2021,3,17,0,0,Pleasant,71,6636
Koradi Devi Temple,Nagpur,2021,3,18,0,0,Sunny,40,20255
Koradi Devi Temple,Nagpur,2021,3,19,0,0,Pleasant,34,18320
Koradi Devi Temple,Nagpur,2021,3,20,0,0,Pleasant,63,18215
Koradi Devi Temple,Nagpur,2021,3,21,0,0,Light Rain,50,17475
Koradi Devi Temple,Nagpur,2021,3,22,0,0,Pleasant,53,29340
Koradi Devi Temple,Nagpur,2021,3,23,0,0,Sunny,48,22553
Koradi Devi Temple,Nagpur,2021,4,0,0,0,Sunny,76,11434
Koradi Devi Temple,Nagpur,2021,4,1,0,0,Heavy Rain,72,1294
Koradi Devi Temple,Nagpur,2021,4,2,0,0,Cloudy,40,2099
Koradi Devi Temple,Nagpur,2021,4,3,0,0,Light Rain,52,1941
Koradi Devi Temple,Nagpur,2021,4,4,0,0,Cloudy,63,3810
Koradi Devi Temple,Nagpur,2021,4,5,0,0,Pleasant,48,2445
Koradi Devi Temple,Nagpur,2021,4,6,0,0,Cloudy,43,7798
Koradi Devi Temple,Nagpur,2021,4,7,0,0,Cloudy,32,6600
Koradi Devi Temple,Nagpur,2021,4,8,0,0,Pleasant,59,7462
Koradi Devi Temple,Nagpur,2021,4,9,0,0,Pleasant,50,7207
Koradi Devi Temple,Nagpur,2021,4,10,0,0,Sunny,67,10817
Koradi Devi Temple,Nagpur,2021,4,11,0,0,Pleasant,42,9709
Koradi Devi Temple,Nagpur,2021,4,12,0,0,Cloudy,52,9430
Koradi Devi Temple,Nagpur,2021,4,13,0,0,Cloudy,47,12629
Koradi Devi Temple,Nagpur,2021,4,14,0,0,Cloudy,53,7087
Koradi Devi Temple,Nagpur,2021,4,15,0,0,Heavy Rain,50,3941
Koradi Devi Temple,Nagpur,2021,4,16,0,0,Light Rain,51,6554
Koradi Devi Temple,Nagpur,2021,4,17,0,0,Sunny,42,6876
Koradi Devi Temple,Nagpur,2021,4,18,0,0,Cloudy,42,26201
Koradi Devi Temple,Nagpur,2021,4,19,1,0,Cloudy,40,24156
Koradi Devi Temple,Nagpur,2021,4,20,1,0,Sunny,40,34264
Koradi Devi Temple,Nagpur,2021,4,21,0,0,Light Rain,44,11544
Koradi Devi Temple,Nagpur,2021,4,22,0,0,Heavy Rain,74,8885
Koradi Devi Temple,Nagpur,2021,4,23,0,0,Pleasant,52,20757
Koradi Devi Temple,Nagpur,2021,5,0,0,0,Cloudy,69,7101
Koradi Devi Temple,Nagpur,2021,5,1,0,0,Sunny,60,3677
Koradi Devi Temple,Nagpur,2021,5,2,0,0,Light Rain,68,2131
Koradi Devi Temple,Nagpur,2021,5,3,1,0,Pleasant,41,3967
Koradi Devi Temple,Nagpur,2021,5,4,0,0,Sunny,37,3629
Koradi Devi Temple,Nagpur,2021,5,5,0,0,Heavy Rain,79,1979
Koradi Devi Temple,Nagpur,2021,5,6,0,0,Sunny,70,11350
Koradi Devi Temple,Nagpur,2021,5,7,1,0,Sunny,31,17511
Koradi Devi Temple,Nagpur,2021,5,8,0,0,Heavy Rain,44,3036
Koradi Devi Temple,Nagpur,2021,5,9,0,0,Pleasant,55,7718
Koradi Devi Temple,Nagpur,2021,5,10,0,0,Cloudy,53,10847
Koradi Devi Temple,Nagpur,2021,5,11,0,0,Cloudy,67,10831
Koradi Devi Temple,Nagpur,2021,5,12,1,0,Light Rain,37,16499
Koradi Devi Temple,Nagpur,2021,5,13,0,0,Pleasant,36,9774
Koradi Devi Temple,Nagpur,2021,5,14,0,0,Heavy Rain,39,4608
Koradi Devi Temple,Nagpur,2021,5,15,0,0,Heavy Rain,31,5270
Koradi Devi Temple,Nagpur,2021,5,16,1,0,Light Rain,76,16832
Koradi Devi Temple,Nagpur,2021,5,17,0,0,Pleasant,72,6403
Koradi Devi Temple,Nagpur,2021,5,18,0,0,Sunny,53,26243
Koradi Devi Temple,Nagpur,2021,5,19,0,0,Sunny,58,22858
Koradi Devi Temple,Nagpur,2021,5,20,0,0,Cloudy,50,22975
Koradi Devi Temple,Nagpur,2021,5,21,0,0,Cloudy,32,29575
Koradi Devi Temple,Nagpur,2021,5,22,1,0,Sunny,76,38321
Koradi Devi Temple,Nagpur,2021,5,23,0,0,Sunny,48,23056
Koradi Devi Temple,Nagpur,2021,6,0,0,0,Heavy Rain,41,4283
Koradi Devi Temple,Nagpur,2021,6,1,0,0,Cloudy,35,4009
Koradi Devi Temple,Nagpur,2021,6,2,0,0,Pleasant,64,3516
Koradi Devi Temple,Nagpur,2021,6,3,0,0,Pleasant,67,1527
